age,salary,rupiah_salary_month,education,dependents,house_ownership,expenses,rupiah_expenses,savings,rupiah_savings,employment_status,vehicle_ownership,area,investment,rupiah_investment,debt,rupiah_debt
68,9.98," Rp9,980,000 ",SHS,2,Owned,11.62," Rp11,620,000 ",0.88," Rp880,000 ",Self-Employment,No Vehicle,Suburban,8.23," Rp8,230,000 ",5.22," Rp5,220,000.00 "
18,5.03," Rp5,030,000 ",Bachelor,0,Contract,4.35," Rp4,350,000 ",1.16," Rp1,160,000 ",Student,Motorcycle,Rural,36.7," Rp36,700,000 ",3.62," Rp3,620,000.00 "
45,5.79," Rp5,790,000 ",Master,3,Leased,6.74," Rp6,740,000 ",8.79," Rp8,790,000 ",Unemployment,Motorcycle,Urban,0.00, Rp-   ,1.28," Rp1,280,000.00 "
41,4.22," Rp4,220,000 ",Diploma,4,Leased,2.71," Rp2,710,000 ",15.44," Rp15,440,000 ",Unemployment,Car,Urban,1.5," Rp1,500,000 ",0.46," Rp460,000.00 "
52,46.04," Rp46,040,000 ",Bachelor,3,Owned,7.67," Rp7,669,309 ",7.98," Rp7,980,000 ",Unemployment,Car,Suburban,0.00, Rp-   ,3.27," Rp3,271,957.51 "
30,13.35," Rp13,350,000 ",SHS,4,Contract,9.96," Rp9,960,000 ",38.89," Rp38,890,000 ",Retired,Motorcycle,Suburban,3.25," Rp3,250,000 ",5.8," Rp5,800,000.00 "
64,1.67," Rp1,670,000 ",SHS,3,Owned,1.89," Rp1,890,000 ",3.71," Rp3,710,000 ",Self-Employment,Motorcycle,Suburban,2.34," Rp2,340,000 ",2.45," Rp2,450,000.00 "
51,3.71," Rp3,710,000 ",SHS,2,Parents,2.38," Rp2,380,000 ",9.07," Rp9,070,000 ",Student,No Vehicle,Urban,0.00, Rp-   ,3.59," Rp3,590,000.00 "
28,3.11," Rp3,110,000 ",Bachelor,1,Leased,3.69," Rp3,690,000 ",13.39," Rp13,390,000 ",Self-Employment,Motorcycle,Urban,0.00, Rp-   ,0.62," Rp620,000.00 "
53,4.45," Rp4,450,000 ",SHS,1,Contract,3.51," Rp3,510,000 ",4.52," Rp4,520,000 ",Unemployment,No Vehicle,Urban,6.51," Rp6,510,000 ",4.05," Rp4,050,000.00 "
68,4.06," Rp4,060,000 ",Bachelor,0,Owned,2.02," Rp2,020,000 ",6.85," Rp6,850,000 ",Unemployment,Motorcycle and Car,Rural,43.41," Rp43,410,000 ",1.42," Rp1,420,000.00 "
34,4.66," Rp4,660,000 ",Doctoral,1,Contract,1.83," Rp1,830,000 ",7.39," Rp7,385,063 ",Unemployment,Car,Suburban,0.41," Rp410,000 ",8.45," Rp8,450,000.00 "
52,1.75," Rp1,750,000 ",ES,1,Owned,0.8," Rp800,000 ",14.69," Rp14,690,000 ",Unemployment,No Vehicle,Suburban,5.98," Rp5,980,000 ",4.55," Rp4,550,000.00 "
35,4.6," Rp4,600,000 ",ES,0,Owned,1.54," Rp1,540,000 ",40.75," Rp40,750,000 ",Retired,Motorcycle,Urban,2.41," Rp2,410,000 ",3.45," Rp3,446,673.33 "
57,2.39," Rp2,390,000 ",JHS,2,Leased,2.21," Rp2,210,000 ",6.28," Rp6,280,000 ",Student,Motorcycle and Car,Suburban,0.00, Rp-   ,1.21," Rp1,210,000.00 "
39,2.02," Rp2,020,000 ",SHS,4,Owned,1.55," Rp1,550,000 ",18.95," Rp18,950,000 ",Retired,Motorcycle,Rural,1.77," Rp1,770,000 ",1.33," Rp1,330,000.00 "
41,1.34," Rp1,340,000 ",JHS,2,Leased,1.29," Rp1,290,000 ",28.81," Rp28,810,000 ",Self-Employment,Motorcycle,Urban,1.55," Rp1,550,000 ",8.13," Rp8,130,000.00 "
36,8.19," Rp8,190,000 ",Bachelor,3,Parents,8.22," Rp8,220,000 ",5.02," Rp5,019,034 ",Self-Employment,Motorcycle,Urban,0.00, Rp-   ,3.35," Rp3,350,000.00 "
54,3.79," Rp3,790,000 ",ES,3,Leased,4.31," Rp4,310,000 ",19.6," Rp19,600,000 ",Employment,Motorcycle,Suburban,1.33," Rp1,330,000 ",3.03," Rp3,026,270.23 "
56,5.93," Rp5,930,000 ",SHS,1,Leased,2.4," Rp2,400,000 ",39.79," Rp39,790,000 ",Unemployment,Motorcycle,Rural,0.00, Rp-   ,3.34," Rp3,340,000.00 "
38,7.5," Rp7,500,000 ",JHS,3,Leased,3.51," Rp3,510,000 ",3.03," Rp3,030,000 ",Self-Employment,Motorcycle,Suburban,1.34," Rp1,340,000 ",2.61," Rp2,610,000.00 "
25,6.69," Rp6,690,000 ",Master,0,Owned,5.31," Rp5,310,000 ",8.76," Rp8,760,000 ",Employment,No Vehicle,Suburban,6.27," Rp6,270,000 ",8.67," Rp8,670,000.00 "
45,4.18," Rp4,180,000 ",Diploma,2,Contract,1.74," Rp1,740,000 ",5.27," Rp5,273,768 ",Student,Car,Suburban,0.00, Rp-   ,8.65," Rp8,650,000.00 "
22,3.45," Rp3,450,000 ",Master,1,Leased,1.32," Rp1,320,000 ",5.25," Rp5,250,000 ",Self-Employment,Motorcycle and Car,Rural,18.63," Rp18,630,000 ",9.21," Rp9,210,000.00 "
34,3.36," Rp3,360,000 ",Master,3,Leased,3.02," Rp3,020,000 ",16.24," Rp16,240,000 ",Retired,Motorcycle,Suburban,32.4," Rp32,400,000 ",15.73," Rp15,730,000.00 "
54,6.11," Rp6,110,000 ",SHS,2,Leased,5.82," Rp5,820,000 ",11.53," Rp11,530,000 ",Self-Employment,Car,Suburban,8.12," Rp8,120,000 ",2.01," Rp2,010,000.00 "
53,4.41," Rp4,410,000 ",JHS,1,Leased,4.67," Rp4,670,000 ",21.87," Rp21,870,000 ",Employment,Car,Suburban,3.74," Rp3,740,000 ",6.13," Rp6,130,000.00 "
36,10.46," Rp10,460,000 ",Bachelor,1,Leased,11.76," Rp11,760,000 ",8.05," Rp8,050,161 ",Self-Employment,Motorcycle,Suburban,0.00, Rp-   ,2.06," Rp2,060,000.00 "
44,11.39," Rp11,390,000 ",JHS,3,Parents,6.01," Rp6,011,651 ",17.28," Rp17,280,000 ",Employment,Motorcycle,Suburban,9.01," Rp9,010,000 ",11.16," Rp11,160,000.00 "
51,30.55," Rp30,550,000 ",Bachelor,2,Leased,2.29," Rp2,290,000 ",58.67," Rp58,670,000 ",Self-Employment,Car,Rural,8.92," Rp8,920,000 ",3.76," Rp3,760,000.00 "
28,1.73," Rp1,730,000 ",ES,2,Owned,0.58," Rp580,000 ",3.86," Rp3,860,000 ",Self-Employment,Motorcycle and Car,Urban,4.4," Rp4,400,000 ",2.33," Rp2,330,000.00 "
62,35.78," Rp35,780,000 ",ES,5,Leased,6.48," Rp6,480,000 ",36.05," Rp36,050,000 ",Retired,Car,Urban,21.08," Rp21,080,000 ",0.04," Rp40,000.00 "
64,39.12," Rp39,120,000 ",Diploma,2,Leased,1.64," Rp1,640,000 ",13.44," Rp13,440,000 ",Retired,Motorcycle and Car,Urban,8.1," Rp8,100,000 ",5.61," Rp5,610,000.00 "
29,1.09," Rp1,090,000 ",Diploma,2,Leased,1.23," Rp1,230,000 ",21.68," Rp21,680,000 ",Unemployment,Motorcycle,Suburban,9.27," Rp9,270,000 ",3.04," Rp3,040,000.00 "
38,11.98," Rp11,980,000 ",Diploma,0,Owned,5.99," Rp5,990,000 ",6.4," Rp6,400,000 ",Retired,Car,Rural,5.67," Rp5,670,000 ",0.5," Rp500,000.00 "
28,2.29," Rp2,290,000 ",SHS,2,Leased,2.21," Rp2,210,000 ",1.99," Rp1,990,000 ",Student,Motorcycle,Urban,2.65," Rp2,650,000 ",2.4," Rp2,400,000.00 "
56,14.25," Rp14,250,000 ",Bachelor,2,Owned,9.73," Rp9,730,000 ",8.05," Rp8,051,947 ",Student,Car,Urban,0.00, Rp-   ,3.6," Rp3,600,000.00 "
45,7.32," Rp7,320,000 ",SHS,1,Parents,4.71," Rp4,710,000 ",5.8," Rp5,800,000 ",Student,Motorcycle,Rural,9.98," Rp9,980,000 ",2.01," Rp2,010,000.00 "
22,8.19," Rp8,190,000 ",JHS,0,Leased,2.89," Rp2,890,000 ",9.9," Rp9,900,000 ",Retired,Motorcycle,Rural,0.13," Rp130,000 ",7.35," Rp7,350,000.00 "
34,2.12," Rp2,120,000 ",Bachelor,3,Leased,1.98," Rp1,980,000 ",0.97," Rp970,000 ",Unemployment,Motorcycle,Suburban,27.02," Rp27,020,000 ",6.65," Rp6,650,000.00 "
37,2.33," Rp2,330,000 ",Master,1,Leased,1.07," Rp1,070,000 ",21.01," Rp21,010,000 ",Student,Car,Rural,5.73," Rp5,730,000 ",3.76," Rp3,763,780.45 "
58,4.68," Rp4,680,000 ",ES,0,Leased,3.35," Rp3,350,000 ",23.26," Rp23,260,000 ",Retired,No Vehicle,Suburban,19.64," Rp19,640,000 ",3.6," Rp3,600,000.00 "
63,1.94," Rp1,940,000 ",SHS,2,Leased,0.83," Rp830,000 ",46.39," Rp46,390,000 ",Unemployment,Motorcycle and Car,Suburban,5.65," Rp5,650,000 ",3.08," Rp3,080,000.00 "
29,2.82," Rp2,820,000 ",SHS,1,Parents,2.38," Rp2,380,000 ",44.33," Rp44,330,000 ",Self-Employment,Motorcycle,Rural,1.25," Rp1,250,000 ",6.99," Rp6,990,000.00 "
23,2.94," Rp2,940,000 ",JHS,3,Owned,1.49," Rp1,490,000 ",6.95," Rp6,952,507 ",Student,Car,Rural,1.12," Rp1,120,000 ",3.33," Rp3,330,000.00 "
34,1.87," Rp1,870,000 ",Bachelor,4,Parents,1.56," Rp1,560,000 ",7.78," Rp7,780,000 ",Retired,Car,Suburban,0.02," Rp20,000 ",3.80," Rp3,803,946.64 "
68,2.15," Rp2,150,000 ",SHS,5,Leased,2.48," Rp2,480,000 ",9.39," Rp9,390,000 ",Student,Car,Urban,0.00, Rp-   ,3.17," Rp3,170,000.00 "
36,8.77," Rp8,770,000 ",Bachelor,1,Leased,9.9," Rp9,900,000 ",9.62," Rp9,620,000 ",Retired,Motorcycle,Suburban,5.66," Rp5,660,000 ",3.88," Rp3,878,213.66 "
43,1.91," Rp1,910,000 ",Diploma,5,Leased,0.92," Rp920,000 ",2.78," Rp2,780,000 ",Employment,Motorcycle,Urban,0.24," Rp240,000 ",1.0," Rp1,000,000.00 "
65,1.14," Rp1,140,000 ",Diploma,1,Owned,0.44," Rp440,000 ",58.86," Rp58,860,000 ",Retired,Motorcycle,Urban,6.05," Rp6,050,000 ",2.21," Rp2,210,000.00 "
61,5.96," Rp5,960,000 ",Bachelor,0,Owned,2.02," Rp2,020,000 ",9.27," Rp9,266,087 ",Student,Motorcycle,Urban,1.39," Rp1,390,000 ",3.83," Rp3,833,721.35 "
61,19.64," Rp19,640,000 ",JHS,3,Owned,20.54," Rp20,540,000 ",3.14," Rp3,140,000 ",Retired,Motorcycle,Urban,7.76," Rp7,760,000 ",0.28," Rp280,000.00 "
69,3.01," Rp3,010,000 ",ES,1,Leased,1.58," Rp1,580,000 ",58.55," Rp58,550,000 ",Retired,Motorcycle,Suburban,9.56," Rp9,560,000 ",4.97," Rp4,970,000.00 "
49,1.63," Rp1,630,000 ",JHS,1,Leased,0.91," Rp910,000 ",37.06," Rp37,060,000 ",Student,Motorcycle,Rural,7.09," Rp7,090,000 ",1.19," Rp1,190,000.00 "
23,5.22," Rp5,220,000 ",SHS,2,Leased,2.63," Rp2,630,000 ",50.23," Rp50,230,000 ",Unemployment,Motorcycle,Urban,7.29," Rp7,290,000 ",2.07," Rp2,070,000.00 "
53,12.84," Rp12,840,000 ",Bachelor,4,Owned,13.56," Rp13,560,000 ",6.73," Rp6,730,000 ",Retired,Motorcycle,Suburban,1.77," Rp1,770,000 ",0.99," Rp990,000.00 "
55,8.66," Rp8,660,000 ",SHS,0,Owned,10.23," Rp10,230,000 ",8.18," Rp8,180,000 ",Self-Employment,Car,Suburban,9.13," Rp9,130,000 ",6.79," Rp6,790,000.00 "
28,5.87," Rp5,870,000 ",Bachelor,0,Leased,5.75," Rp5,750,000 ",12.69," Rp12,690,000 ",Retired,Motorcycle,Urban,37.63," Rp37,630,000 ",4.03," Rp4,030,000.00 "
50,2.89," Rp2,890,000 ",SHS,2,Leased,3.01," Rp3,010,000 ",5.08," Rp5,080,000 ",Unemployment,Motorcycle,Urban,37.22," Rp37,220,000 ",1.11," Rp1,110,000.00 "
41,4.9," Rp4,900,000 ",Bachelor,1,Owned,4.21," Rp4,210,000 ",12.53," Rp12,530,000 ",Student,Motorcycle,Urban,4.29," Rp4,290,000 ",1.1," Rp1,100,000.00 "
40,1.48," Rp1,480,000 ",Master,3,Owned,1.15," Rp1,150,000 ",0.18," Rp180,000 ",Employment,No Vehicle,Suburban,0.00, Rp-   ,1.29," Rp1,290,000.00 "
32,6.68," Rp6,680,000 ",JHS,2,Contract,6.34," Rp6,340,000 ",42.0," Rp42,000,000 ",Student,Car,Urban,5.83," Rp5,830,000 ",15.93," Rp15,930,000.00 "
44,7.46," Rp7,460,000 ",Bachelor,2,Leased,2.48," Rp2,480,000 ",3.54," Rp3,540,000 ",Student,Motorcycle,Urban,1.48," Rp1,480,000 ",3.22," Rp3,220,000.00 "
28,17.77," Rp17,770,000 ",Diploma,2,Owned,6.31," Rp6,310,000 ",13.9," Rp13,900,000 ",Retired,Motorcycle,Suburban,13.49," Rp13,490,000 ",13.25," Rp13,250,000.00 "
68,2.51," Rp2,510,000 ",Bachelor,1,Leased,2.31," Rp2,310,000 ",52.85," Rp52,850,000 ",Employment,No Vehicle,Suburban,4.22," Rp4,220,000 ",23.81," Rp23,810,000.00 "
65,1.09," Rp1,090,000 ",Diploma,5,Leased,0.66," Rp660,000 ",34.41," Rp34,410,000 ",Self-Employment,Motorcycle,Suburban,14.31," Rp14,310,000 ",3.55," Rp3,550,000.00 "
34,4.94," Rp4,940,000 ",SHS,0,Owned,3.66," Rp3,660,000 ",29.93," Rp29,930,000 ",Retired,Motorcycle,Suburban,4.77," Rp4,770,000 ",0.45," Rp450,000.00 "
68,7.13," Rp7,130,000 ",JHS,1,Contract,7.16," Rp7,160,000 ",18.6," Rp18,600,000 ",Retired,Motorcycle,Suburban,1.92," Rp1,920,000 ",8.33," Rp8,330,000.00 "
31,8.81," Rp8,810,000 ",ES,2,Leased,7.22," Rp7,220,000 ",11.46," Rp11,460,000 ",Employment,Motorcycle,Suburban,19.17," Rp19,170,000 ",4.71," Rp4,710,000.00 "
44,2.08," Rp2,080,000 ",SHS,3,Leased,2.13," Rp2,130,000 ",11.81," Rp11,810,000 ",Student,No Vehicle,Urban,0.53," Rp530,000 ",0.38," Rp380,000.00 "
35,2.52," Rp2,520,000 ",Doctoral,4,Contract,1.71," Rp1,710,000 ",1.82," Rp1,820,000 ",Student,Car,Urban,0.00, Rp-   ,3.36," Rp3,360,000.00 "
45,4.59," Rp4,590,000 ",Bachelor,2,Leased,2.56," Rp2,560,000 ",1.34," Rp1,340,000 ",Self-Employment,Motorcycle,Rural,11.16," Rp11,160,000 ",5.43," Rp5,430,000.00 "
68,3.01," Rp3,010,000 ",SHS,0,Contract,1.54," Rp1,540,000 ",6.64," Rp6,639,260 ",Student,Motorcycle,Urban,21.75," Rp21,750,000 ",2.93," Rp2,930,000.00 "
64,10.85," Rp10,850,000 ",Bachelor,1,Leased,4.54," Rp4,540,000 ",10.51," Rp10,510,000 ",Student,Car,Urban,1.76," Rp1,760,000 ",4.3," Rp4,300,000.00 "
64,4.21," Rp4,210,000 ",Bachelor,0,Owned,1.4," Rp1,400,000 ",1.11," Rp1,110,000 ",Employment,No Vehicle,Rural,1.01," Rp1,010,000 ",13.67," Rp13,670,000.00 "
21,9.04," Rp9,040,000 ",SHS,5,Parents,3.14," Rp3,140,000 ",21.76," Rp21,760,000 ",Self-Employment,Motorcycle,Suburban,3.6," Rp3,600,000 ",0.76," Rp760,000.00 "
24,5.34," Rp5,340,000 ",Bachelor,1,Owned,2.9," Rp2,900,000 ",9.13," Rp9,134,184 ",Unemployment,No Vehicle,Suburban,2.96," Rp2,960,000 ",3.31," Rp3,310,000.00 "
62,8.42," Rp8,420,000 ",JHS,3,Leased,4.64," Rp4,640,000 ",5.16," Rp5,160,000 ",Retired,Motorcycle and Car,Urban,0.00, Rp-   ,2.69," Rp2,690,600.63 "
52,3.02," Rp3,020,000 ",Bachelor,1,Leased,1.94," Rp1,940,000 ",5.86," Rp5,857,091 ",Self-Employment,Motorcycle,Rural,2.71," Rp2,710,000 ",2.87," Rp2,870,000.00 "
65,9.9," Rp9,900,000 ",Bachelor,3,Leased,8.24," Rp8,240,000 ",17.04," Rp17,040,000 ",Retired,Motorcycle,Urban,9.78," Rp9,780,000 ",1.16," Rp1,160,000.00 "
26,2.6," Rp2,600,000 ",SHS,2,Contract,2.56," Rp2,560,000 ",18.14," Rp18,140,000 ",Student,Motorcycle,Urban,0.00, Rp-   ,1.29," Rp1,290,000.00 "
25,4.95," Rp4,950,000 ",SHS,2,Contract,2.37," Rp2,370,000 ",14.31," Rp14,310,000 ",Employment,Motorcycle,Urban,16.38," Rp16,380,000 ",1.31," Rp1,310,000.00 "
69,2.2," Rp2,200,000 ",Bachelor,3,Contract,2.16," Rp2,160,000 ",9.06," Rp9,060,000 ",Retired,Car,Suburban,9.25," Rp9,250,000 ",7.12," Rp7,120,000.00 "
62,4.23," Rp4,230,000 ",Master,3,Owned,1.8," Rp1,800,000 ",1.43," Rp1,430,000 ",Student,Car,Rural,25.38," Rp25,380,000 ",3.55," Rp3,550,000.00 "
34,2.91," Rp2,910,000 ",Bachelor,1,Owned,9.17," Rp9,169,110 ",7.02," Rp7,024,063 ",Student,Motorcycle and Car,Urban,11.78," Rp11,780,000 ",2.39," Rp2,390,000.00 "
34,2.55," Rp2,550,000 ",Diploma,4,Owned,5.69," Rp5,693,610 ",12.31," Rp12,310,000 ",Retired,No Vehicle,Suburban,2.78," Rp2,780,000 ",0.0, Rp-   
66,18.05," Rp18,050,000 ",JHS,0,Parents,19.02," Rp19,020,000 ",4.54," Rp4,540,000 ",Self-Employment,No Vehicle,Urban,28.11," Rp28,110,000 ",9.03," Rp9,030,000.00 "
50,1.87," Rp1,870,000 ",SHS,3,Contract,0.88," Rp880,000 ",55.77," Rp55,770,000 ",Employment,Motorcycle and Car,Suburban,2.11," Rp2,110,000 ",0.0, Rp-   
49,8.74," Rp8,740,000 ",JHS,3,Parents,10.1," Rp10,100,000 ",20.46," Rp20,460,000 ",Unemployment,Motorcycle and Car,Urban,2.06," Rp2,060,000 ",2.44," Rp2,436,542.11 "
25,21.73," Rp21,730,000 ",Bachelor,1,Leased,22.69," Rp22,690,000 ",17.61," Rp17,610,000 ",Self-Employment,Motorcycle,Rural,13.56," Rp13,560,000 ",2.84," Rp2,842,714.11 "
36,1.1," Rp1,100,000 ",SHS,3,Leased,0.69," Rp690,000 ",10.44," Rp10,440,000 ",Retired,Motorcycle,Rural,7.32," Rp7,320,000 ",0.64," Rp640,000.00 "
55,7.0," Rp7,000,000 ",Bachelor,0,Parents,4.76," Rp4,760,000 ",8.0," Rp8,000,000 ",Retired,Motorcycle,Suburban,1.74," Rp1,740,000 ",4.84," Rp4,840,000.00 "
20,2.46," Rp2,460,000 ",SHS,3,Leased,0.75," Rp750,000 ",3.96," Rp3,960,000 ",Student,Car,Suburban,0.00, Rp-   ,0.06," Rp60,000.00 "
22,1.21," Rp1,210,000 ",Bachelor,0,Leased,0.64," Rp640,000 ",1.24," Rp1,240,000 ",Self-Employment,Car,Urban,1.86," Rp1,860,000 ",1.27," Rp1,270,000.00 "
30,3.58," Rp3,580,000 ",SHS,0,Leased,2.01," Rp2,010,000 ",20.13," Rp20,130,000 ",Student,Motorcycle,Suburban,26.1," Rp26,100,000 ",1.38," Rp1,380,000.00 "
64,14.68," Rp14,680,000 ",SHS,1,Leased,10.39," Rp10,390,000 ",30.21," Rp30,210,000 ",Retired,Motorcycle,Urban,8.83," Rp8,830,000 ",19.78," Rp19,780,000.00 "
63,1.06," Rp1,060,000 ",Diploma,2,Parents,0.45," Rp450,000 ",39.01," Rp39,010,000 ",Unemployment,Motorcycle,Suburban,13.06," Rp13,060,000 ",4.23," Rp4,230,000.00 "
48,5.43," Rp5,430,000 ",ES,1,Leased,3.97," Rp3,970,000 ",7.70," Rp7,700,738 ",Self-Employment,No Vehicle,Rural,1.37," Rp1,370,000 ",0.05," Rp50,000.00 "
33,4.48," Rp4,480,000 ",Master,6,Parents,4.04," Rp4,040,000 ",45.45," Rp45,450,000 ",Self-Employment,No Vehicle,Rural,4.77," Rp4,770,000 ",0.69," Rp690,000.00 "
67,11.33," Rp11,330,000 ",Diploma,3,Leased,7.18," Rp7,180,000 ",6.73," Rp6,727,746 ",Employment,No Vehicle,Urban,8.14," Rp8,140,000 ",1.07," Rp1,070,000.00 "
49,1.44," Rp1,440,000 ",SHS,5,Leased,0.73," Rp730,000 ",65.23," Rp65,230,000 ",Retired,No Vehicle,Rural,7.13," Rp7,130,000 ",8.63," Rp8,630,000.00 "
39,6.72," Rp6,720,000 ",Bachelor,2,Contract,5.33," Rp5,330,000 ",17.94," Rp17,940,000 ",Student,Motorcycle,Suburban,4.66," Rp4,660,000 ",2.10," Rp2,104,945.92 "
46,6.7," Rp6,700,000 ",Bachelor,3,Leased,2.18," Rp2,180,000 ",6.72," Rp6,719,660 ",Retired,No Vehicle,Suburban,1.01," Rp1,010,000 ",3.3," Rp3,300,000.00 "
39,6.53," Rp6,530,000 ",SHS,4,Leased,3.96," Rp3,960,000 ",2.25," Rp2,250,000 ",Employment,Car,Urban,11.48," Rp11,480,000 ",8.33," Rp8,330,000.00 "
60,15.27," Rp15,270,000 ",Master,1,Owned,7.45," Rp7,453,234 ",5.57," Rp5,568,386 ",Employment,Car,Suburban,9.11," Rp9,110,000 ",3.21," Rp3,210,000.00 "
20,9.66," Rp9,660,000 ",ES,4,Leased,5.82," Rp5,820,000 ",7.37," Rp7,370,000 ",Employment,Car,Urban,5.46," Rp5,460,000 ",8.46," Rp8,460,000.00 "
27,1.21," Rp1,210,000 ",JHS,0,Owned,0.74," Rp740,000 ",0.69," Rp690,000 ",Self-Employment,Motorcycle,Urban,26.18," Rp26,180,000 ",1.24," Rp1,240,000.00 "
59,4.18," Rp4,180,000 ",Diploma,1,Owned,4.45," Rp4,450,000 ",9.92," Rp9,920,000 ",Self-Employment,Motorcycle,Rural,14.11," Rp14,110,000 ",13.24," Rp13,240,000.00 "
38,3.54," Rp3,540,000 ",SHS,0,Leased,5.99," Rp5,989,296 ",27.57," Rp27,570,000 ",Employment,No Vehicle,Suburban,4.54," Rp4,540,000 ",15.76," Rp15,760,000.00 "
33,2.86," Rp2,860,000 ",SHS,3,Contract,6.24," Rp6,238,652 ",44.29," Rp44,290,000 ",Student,No Vehicle,Urban,0.54," Rp540,000 ",5.08," Rp5,080,000.00 "
29,4.0," Rp4,000,000 ",SHS,2,Contract,1.56," Rp1,560,000 ",12.99," Rp12,990,000 ",Unemployment,Motorcycle and Car,Urban,16.11," Rp16,110,000 ",5.02," Rp5,020,000.00 "
19,3.42," Rp3,420,000 ",SHS,2,Contract,1.92," Rp1,920,000 ",6.96," Rp6,960,000 ",Unemployment,Motorcycle,Suburban,5.8," Rp5,800,000 ",4.17," Rp4,170,000.00 "
58,3.83," Rp3,830,000 ",Bachelor,2,Contract,3.6," Rp3,600,000 ",30.14," Rp30,140,000 ",Unemployment,No Vehicle,Rural,6.39," Rp6,390,000 ",2.83," Rp2,830,000.00 "
41,20.38," Rp20,380,000 ",Diploma,4,Contract,23.99," Rp23,990,000 ",7.24," Rp7,241,600 ",Unemployment,No Vehicle,Rural,8.85," Rp8,850,000 ",0.98," Rp980,000.00 "
52,1.46," Rp1,460,000 ",Doctoral,1,Contract,0.76," Rp760,000 ",1.8," Rp1,800,000 ",Unemployment,Car,Suburban,10.8," Rp10,800,000 ",1.07," Rp1,070,000.00 "
47,13.77," Rp13,770,000 ",Bachelor,3,Contract,15.26," Rp15,260,000 ",43.74," Rp43,740,000 ",Retired,Motorcycle,Urban,9.38," Rp9,380,000 ",5.28," Rp5,280,000.00 "
47,4.27," Rp4,270,000 ",SHS,2,Contract,4.12," Rp4,120,000 ",21.33," Rp21,330,000 ",Student,Motorcycle,Urban,3.3," Rp3,300,000 ",3.15," Rp3,150,000.00 "
64,5.89," Rp5,890,000 ",SHS,0,Contract,6.98," Rp6,980,000 ",0.75," Rp750,000 ",Employment,Motorcycle,Suburban,1.96," Rp1,960,000 ",1.28," Rp1,280,000.00 "
52,9.87," Rp9,870,000 ",SHS,1,Contract,3.79," Rp3,790,000 ",0.18," Rp180,000 ",Self-Employment,Motorcycle and Car,Rural,0.28," Rp280,000 ",2.43," Rp2,430,769.42 "
36,3.24," Rp3,240,000 ",Bachelor,0,Contract,2.12," Rp2,120,000 ",1.84," Rp1,840,000 ",Employment,No Vehicle,Urban,0.13," Rp130,000 ",2.85," Rp2,846,615.98 "
67,3.81," Rp3,810,000 ",ES,0,Leased,2.78," Rp2,780,000 ",34.51," Rp34,510,000 ",Self-Employment,Motorcycle,Suburban,0.00, Rp-   ,5.83," Rp5,830,000.00 "
25,3.63," Rp3,630,000 ",JHS,2,Leased,3.28," Rp3,280,000 ",13.13," Rp13,130,000 ",Unemployment,Motorcycle and Car,Suburban,52.1," Rp52,100,000 ",1.06," Rp1,060,000.00 "
43,3.35," Rp3,350,000 ",Master,3,Leased,2.98," Rp2,980,000 ",8.17," Rp8,170,000 ",Unemployment,No Vehicle,Rural,4.43," Rp4,430,000 ",3.79," Rp3,788,639.71 "
66,13.99," Rp13,990,000 ",Diploma,2,Contract,15.61," Rp15,610,000 ",5.73," Rp5,730,000 ",Unemployment,No Vehicle,Suburban,0.00, Rp-   ,0.93," Rp930,000.00 "
57,9.83," Rp9,830,000 ",JHS,2,Owned,10.37," Rp10,370,000 ",14.14," Rp14,140,000 ",Employment,No Vehicle,Rural,0.00, Rp-   ,4.45," Rp4,450,000.00 "
24,1.56," Rp1,560,000 ",JHS,6,Owned,0.55," Rp550,000 ",1.53," Rp1,530,000 ",Self-Employment,Motorcycle,Urban,1.09," Rp1,090,000 ",4.19," Rp4,190,000.00 "
47,1.57," Rp1,570,000 ",Bachelor,1,Leased,1.16," Rp1,160,000 ",19.2," Rp19,200,000 ",Retired,Motorcycle,Suburban,9.93," Rp9,930,000 ",0.57," Rp570,000.00 "
24,3.79," Rp3,790,000 ",Bachelor,0,Leased,2.53," Rp2,530,000 ",9.58," Rp9,580,000 ",Retired,Car,Suburban,2.55," Rp2,550,000 ",5.45," Rp5,450,000.00 "
20,1.52," Rp1,520,000 ",SHS,2,Contract,1.82," Rp1,820,000 ",39.1," Rp39,100,000 ",Retired,Motorcycle,Rural,3.82," Rp3,820,000 ",4.07," Rp4,070,000.00 "
18,5.83," Rp5,830,000 ",SHS,3,Owned,3.99," Rp3,990,000 ",28.08," Rp28,080,000 ",Student,Motorcycle,Urban,19.34," Rp19,340,000 ",8.1," Rp8,100,000.00 "
53,1.78," Rp1,780,000 ",Bachelor,1,Owned,7.30," Rp7,301,851 ",6.98," Rp6,979,143 ",Unemployment,Motorcycle,Rural,8.42," Rp8,420,000 ",11.94," Rp11,940,000.00 "
42,4.69," Rp4,690,000 ",Bachelor,0,Contract,2.61," Rp2,610,000 ",3.64," Rp3,640,000 ",Unemployment,Motorcycle and Car,Rural,1.45," Rp1,450,000 ",6.14," Rp6,140,000.00 "
54,1.04," Rp1,040,000 ",Bachelor,2,Owned,0.89," Rp890,000 ",12.85," Rp12,850,000 ",Unemployment,Motorcycle,Suburban,1.0," Rp1,000,000 ",1.81," Rp1,810,000.00 "
